Unnamed: 0,Bug ID,Type,Summary,Product,Component,Status,Average_Cos_Similarity_Score,Resolution,Updated,Bug Id,Description,Duplicate_Bug_Ids
3625,1614154,defect,GeckoView crashes with libc error on Android 10,GeckoView,General,RESOLVED,0.0327433145808385,DUPLICATE,2020-02-12 11:10:10,1614154,created attachment   relevant application files  user agent  mozilla       applewebkit       chrome         safari      steps to reproduce   add geckoview to a new android kotlin project targeting sdk version    and attempt to render it in the main activity   i ve attached a zip file containing my build gradle  androidmanifest xml  activity main xml  and mainactivity kt   the app is running on a samsung galaxy   running android      actual results   the application crashes with the following log                       e zygote  iswhitelistprocess   process is whitelisted                     e zygote  accessinfo                         i e myapplicatio  late enabling  xcheck jni                     e e myapplicatio  unknown bits set in runtime flags                        d activitythread  setconscryptvalidator                     d activitythread  setconscryptvalidator   put                     i multiwindowdecorsupport  updatecaptiontype    decorview      isfloating  false  isapplication  true  haswindowdecorcaption  false  haswindowcontrollercallback  true                     d multiwindowdecorsupport  setcaptiontype      decorview   decorview                         w e myapplicatio  accessing hidden method landroid view view   computefitsystemwindows z                       w e myapplicatio  accessing hidden method landroid view viewgroup   makeoptionalfitssystemwindows v                       d geckothread  state changed to launched                     i geckothread  preparing to run gecko                     d geckoruntime  lifecycle  oncreate                     w e myapplicatio    skipped times                        d geckothread  state changed to mozglue ready                     w e myapplicatio  accessing hidden field landroid widget edgeeffect   mpaint landroid graphics paint                        w settings  setting animator duration scale has moved from android provider settings system to android provider settings global  returning read only global uri                      e geckolibload  load sqlite start                     d geckoruntime  lifecycle  onstart                     w geckolinker   data app com example myapplication     lib     so  unhandled flags    not handled                     e geckolibload  load sqlite done                     e geckolibload  load nss start                     e geckolibload  load nss done                     d geckoruntime  lifecycle  onresume                     w geckolinker   data app com example myapplication     lib   libxul so  unhandled flags    not handled                     w geckolinker   data app com example myapplication     lib   liblgpllibs so  unhandled flags    not handled                     d geckonetworkmanager  incoming event start for state offnolisteners    onnolisteners                     d geckonetworkmanager  new network state  up  wifi  wifi                     e geckolibload  loaded libs in     total     user     system     faults                     d geckothread  state changed to libs ready                     w geckothread  zerdatime     rungecko                     d geckoprofile  loading profile at  null name  default                     d geckoprofile  found profile dir   data user   com example myapplication files mozilla   default                     d viewrootimpl   mainactivity   setview   decorview   mainactivity  tm true mm false                     d viewrootimpl   mainactivity   stopped  old false                     d geckonetworkmanager  incoming event receivedupdate for state onnolisteners    onnolisteners                     d geckonetworkmanager  new network state  up  wifi  wifi                     d viewrootimpl   mainactivity   relayout returned  old            new            req    dur   res   s  false    ch false                     d viewrootimpl   mainactivity   relayout returned  old            new            req    dur   res   s  false    ch false                   com example myapplication i gecko dumputils  fifo watcher disabled via pref                    com example myapplication d geckosysinfo  system memory                       com example myapplication w e myapplicatio  accessing hidden method landroid os messagequeue   next landroid os message                      com example myapplication w e myapplicatio  accessing hidden field landroid os messagequeue   mmessages landroid os message                      com example myapplication w e myapplicatio  accessing hidden field ljava lang boolean   value z                     com example myapplication w e myapplicatio  accessing hidden field ljava lang integer   value i                     com example myapplication w e myapplicatio  accessing hidden field ljava lang double   value d                     com example myapplication d geckothread  state changed to jni ready                   com example myapplication d geckoviewstartup  observe  app startup                   com example myapplication i gecko      main thread  warning  failed to open shm  permission denied  file  builds worker workspace build src ipc chromium src base shared memory posix cc  line                     com example myapplication w e myapplicatio    skipped times                      com example myapplication a libc  fatal signal      code      fault addr   in tid      pid                       com example myapplication d geckoruntime  lifecycle  onpause                   com example myapplication d geckonetworkmanager  incoming event stop for state onnolisteners    offnolisteners                   com example myapplication d viewrootimpl   mainactivity   dispatchdetachedfromwindow                   com example myapplication d inputtransport  input channel destroyed       fd     expected results   geckoview loads and renders about buildconfig ,1598068.0
3723,1579109,enhancement,[Meta] Login Management for Fenix,GeckoView,General,RESOLVED,0.04048876286988512,DUPLICATE,2019-09-05 08:18:28,1579109,meta to track all the issues required by gv for login management for fenix in  ,1575401.0
3743,1407472,defect,Tab counter disappears,Firefox for iOS,General,RESOLVED,0.03440213181506587,DUPLICATE,2017-10-11 00:24:11,1407472,created attachment   screenshot  hit this while browsing with lots of tabs open  the tab button turned into a white square  current master ,1406926.0
3744,1450484,defect,[Meta] Pushbox preparation work,Firefox for iOS,Sync,RESOLVED,0.04621858689954894,DUPLICATE,2018-07-16 13:53:15,1450484,this metabug deals with work which is needed to setup pushbox with the ios client    this is on device code run periodically or as part of a migration ,1463826.0
3758,1502952,defect,Revoked certificates are showing as secure in both Fennec and GV,GeckoView,General,RESOLVED,0.038828921229081055,DUPLICATE,2018-12-20 08:27:20,1502952,a revoked certificate   should show a cert warning page as it does on desktop  instead  in fennec  the page loads and even shows a secure connection icon  likewise  geckoview s onsecuritychange will consider the site secure ,1479064.0
3788,1368185,defect,"Send To doesn't disable Send button after tap, allowing accidental duplicate sends",Firefox for iOS,General,RESOLVED,0.04208518760350533,DUPLICATE,2017-08-23 06:49:07,1368185,  share something    hit  send     hit it again  and again    extension disappears as the send completes    three identical tabs open later on the destination device   we should grey out the button and show a spinner   regression from      bug    i think ,1365252.0
3815,1344344,enhancement,Tab-strip blinks on switch of tabs via tab menu,Firefox for iOS,Theme & Visual Design,RESOLVED,0.0419322224517876,DUPLICATE,2017-08-23 06:35:47,1344344,created attachment   tab strip blink mov  currently  on switch of tabs via the tab menu the tab strip will blink  this looks kind of jarring  we should fix it   see video attached             ipad pro   ios      ,1343207.0
3820,1353480,enhancement,'Synced Devices' row button flickers twice on master (8.0),Firefox for iOS,General,RESOLVED,0.03901969352909206,DUPLICATE,2017-08-23 06:44:12,1353480,on master    on tap of the history panel the  synced devices  menu row flickers         ,1343914.0
3832,1397911,defect,History panel UI bug: 'Synced Devices' briefly renders offset and duplicated,Firefox for iOS,Home screen,RESOLVED,0.036422397849685276,DUPLICATE,2017-09-08 05:18:49,1397911,created attachment   screen shot       at       pm png  during load of this screen the title of  synced devices  renders incorrectly  see screenshot ,1343914.0
3849,1514107,enhancement,night mode breaking elkevanhoof.com,Firefox for iOS,General,RESOLVED,0.047238115049772836,DUPLICATE,2018-12-19 06:39:30,1514107,user report   visiting website    when scrolling down  till bottom and backup  i see two times the bottom and can t get to the top with the menu   website works correct on production version   ,1491958.0
3911,1338346,defect,[swift-3-regression] UITest/SecurityTests cannot load New tab exploit page anymore,Firefox for iOS,Build & Test,RESOLVED,0.037989442932690916,DUPLICATE,2017-02-13 04:48:46,1338346,testwindowexploit  within uitests securitytests swift accesses new tab exploit page by loading  localhostload html and clicking the newtabexploit  button   but this page does not seem to load  and error page is not shown either  it displays blank white space and the spinning wheel eventually freezes   the newtabexploit  method is defined as follows  function newtabexploit        var win   window open       settimeout          win location href   sessionurl                ,1338189.0
3922,1383743,defect,Crash (fatalError) in BrowserDB.prepareSchema,Firefox for iOS,Data Storage,RESOLVED,0.014260560325750397,DUPLICATE,2017-07-28 12:45:32,1383743,created attachment                   crash  traces attached ,1384196.0
3930,1384152,enhancement,Enable Activity Stream for all users,Firefox for iOS,General,RESOLVED,0.014314326192750006,DUPLICATE,2017-08-15 09:05:19,1384152,enable activity stream for all users,1303379.0
3943,1581035,defect,Text Selection is jumpy with Android 10 on Google Pixel 3,GeckoView,General,RESOLVED,0.039680242427844764,DUPLICATE,2019-09-13 00:22:14,1581035,   environment    fenix preview nightly                android component                gecko         google pixel         android      securitiry patch level  september           steps to reproduce   select an arbitrary text       actual result  text handle often don t follow my finger and it jump to the place which my finger does not point   please see this video        expected result  move text selection handle more smooth ,1580669.0
3957,1506057,enhancement,[Sync] Clearing all history on one side does not remove it on the other,Firefox for iOS,Sync,RESOLVED,0.04695022073945862,DUPLICATE,2018-11-09 17:05:07,1506057,master       have desktop and mobile both in sync     clear all history desktop     sync on desktop    sync on ios   expected  all history is deleted on ios   actual  no history items are deleted on ios  same thing happens when clearing all history on ios then syncing to desktop   note  if you delete individual history items on one side and sync  the deletions are correctly transferred on the other side ,578694.0
3967,1557758,enhancement,Add API for proxy configuration to GeckoWebExecutor,GeckoView,General,RESOLVED,0.029493718989310254,DUPLICATE,2019-06-07 08:58:46,1557758,looks like there s currently no way to configure a proxy using gwe  see related issues in a c    mobile android components issues  ,1525486.0
4038,1444146,defect,Top Tabs only get favicons when the tab is selected,Firefox for iOS,Favicons,RESOLVED,0.04474428890279064,DUPLICATE,2018-03-08 17:52:41,1444146,str  on ipad     open multiple tabs to multiple pages    close the app     open the app again  noticing that multiple tabs are restored   observed   the tabs all have firefox favicons   expected   each tab should have its own favicon   ,1439346.0
4047,1440246,defect,"[RTL] History date labels (Today, Last week .....) need to be mirrored",Firefox for iOS,General,RESOLVED,0.03838270819206462,DUPLICATE,2018-02-26 01:27:14,1440246,created attachment   simulator screen shot   ipad pro           at       png  go to the history panel and check the date labels    expected  the date labels are right aligned   actual  the labels are left aligned ,1367323.0
4057,1411126,defect,Replace openURL with open because openURL is deprecated,Firefox for iOS,General,RESOLVED,0.03891068037948517,DUPLICATE,2017-10-24 09:26:04,1411126,user agent  mozilla       applewebkit       chrome         safari    ,1397934.0
4077,1389692,enhancement,Enable mobile bookmark deletion and upload in release,Firefox for iOS,Sync,RESOLVED,0.038359247065441415,DUPLICATE,2018-03-22 07:20:40,1389692,bug to track the flag change from bug    but in release ,1410224.0
4106,1393115,defect,"Selection menu ""Find in page"" cause crash on iOS11beta",Firefox for iOS,Browser,RESOLVED,0.03742128613983737,DUPLICATE,2017-08-25 06:43:51,1393115,while investigating bug     str      open up a web page    long press on any word to select it      select find in page   observed results   libc  abi dylib  terminating with uncaught exception of type nsexception     expected results    find in page flow ,1390871.0
4116,1393308,enhancement,Remove old MenuViewController and AppState,Firefox for iOS,Menu and Toolbar,RESOLVED,0.02843742494919297,DUPLICATE,2017-09-13 17:13:10,1393308,the old mvc is no longer used  once the photon menu has stabilized remove any code related to mvc ,1399269.0
4132,1337437,defect,Integrate open source Leanplum SDK,Firefox for iOS,General,RESOLVED,0.04398717414984442,DUPLICATE,2017-05-04 21:11:34,1337437,this bug is about integrating the open source version of the leanplum sdk ,1359911.0
4137,1350589,defect,Favicons.js is not being called (breaking Spotlight etc),Firefox for iOS,Favicons,RESOLVED,0.026531246130427438,DUPLICATE,2017-08-23 06:41:13,1350589,as part of bug      firefox   favicons was transformed into a function  which means that the getfavicons from   webview evaluatejavascript    completionhandler  nil   was not being called  this meant spotlight handoff stopped working   the quick fix for this is to change   object defineproperty window   firefox     favicons       enumerable  false    configurable  false    writable  false    value  function      return   getfavicons  getfavicons         into   object defineproperty window   firefox     favicons       enumerable  false    configurable  false    writable  false    value        return object freeze        ,1349343.0
4212,1351086,defect,iOS shows old devices after password reset from desktop and is able to “send” (but they never arrive),Firefox for iOS,Sync,RESOLVED,0.027805531448824892,DUPLICATE,2017-06-29 14:19:16,1351086,device list isn t refreshing after password reset on desktop   device list always needs to be accurate but also needs to be accurate after a password reset so need to figure out ux for password reset first,1349290.0
4241,1562110,enhancement,Should we disable Device Orientation API?,GeckoView,General,RESOLVED,0.023559845767342925,DUPLICATE,2019-07-11 10:52:00,1562110,the device orientation api is problematic for privacy  some pwas use device orientation ,1562290.0
4267,1537979,defect,Back button doesn't work on YouTube in Firefox TV with GeckoView,GeckoView,General,RESOLVED,0.03382932861168914,DUPLICATE,2019-03-21 13:48:02,1537979,it seems to work fine with on webview ,1509110.0
4270,1365043,defect,[geckoview] VideoCaptureDeviceInfoAndroid depends on Activity,GeckoView,General,RESOLVED,0.037536433439803965,DUPLICATE,2018-12-20 08:27:20,1365043,videocapturedeviceinfoandroid needs an activity in getdeviceinfo  in order to prompt for permissions  this probably needs refactored to go through the gecko permissions interface so the gv consumer can do whatever it wants here ,1369108.0
4291,1523379,defect,TPStatsBlocklists is not covered by tests,Firefox for iOS,Build & Test,RESOLVED,0.04505703130054297,DUPLICATE,2019-01-29 13:18:30,1523379,user agent  mozilla       applewebkit       chrome         safari      steps to reproduce   searched for tpstatsblocklists in xcode project    actual results   trackingpageprotectionstats swift is the only file containing a reference to tpstatsblocklists    expected results   tpstatsblocklists has test coverage ,1523746.0
4308,1458903,enhancement,Tracking Protection settings: checkmark hide/show causes text wrapping change,Firefox for iOS,General,RESOLVED,0.0451326586397751,DUPLICATE,2018-05-08 06:22:14,1458903,the checkmark setting hides shows an checkmark accessory view  which changes the space available for the text  and causes it to re wrap  make the checkmark invisible instead of add remove from the layout   contributor pr is    mobile firefox ios pull  ,1439552.0
4310,1331433,defect,Send tab progress indicator (spinning wheel) is cropped when loading devices,Firefox for iOS,Sync,RESOLVED,0.027876671636736072,DUPLICATE,2017-04-26 14:07:24,1331433,created attachment   ios spinner crop png  i noticed the send tab progress indicator   is cropped when loading devices  container too short ,1308280.0
4365,1502426,enhancement,XCUITests: Cell labels in settings to show the current setting set,Firefox for iOS,Build & Test,RESOLVED,0.029132130715870147,DUPLICATE,2019-02-19 05:32:18,1502426,please see       this is not developed yet but will be added and xcuitest coverage will be needed,1522479.0
4421,1391426,enhancement,Make FxALoginHelper work without an account.,Firefox for iOS,Firefox Accounts,RESOLVED,0.0427846955952872,DUPLICATE,2017-08-17 17:03:04,1391426,this is essentially just the second patch from bug    this will need an uplift to both   x and   x,1390126.0
4426,1347973,enhancement,[geckoview] Publish GeckoView builds on jcenter,GeckoView,General,RESOLVED,0.02953078319391024,DUPLICATE,2018-12-20 08:27:20,1347973,this will allow a very easy to consume geckoview via android studio ,1433198.0
4433,1457931,enhancement,Favicon missing from example.com in the TabsTray,Firefox for iOS,Browser,RESOLVED,0.012185959166361579,DUPLICATE,2018-04-30 08:56:08,1457931,placeholder favicon missing for sites with no favicon ,1446112.0
4458,1574640,enhancement,Provide an API so that SSL certs maybe examined and accepted on error.,GeckoView,General,RESOLVED,0.028646045215391883,DUPLICATE,2019-08-22 08:51:06,1574640,currently there is no way for an embedding app to examine or bypass ssl certs  this can hinder local development on servers that do not have valid certs ,1553265.0
4466,1346431,enhancement,Tapping on https lock icon should display info about the certificate,Firefox for iOS,General,RESOLVED,0.04628720491717151,DUPLICATE,2017-03-11 20:57:08,1346431,tapping on https lock icon should display info about the certificate similar to desktop version and mobile chrome,1109645.0
4484,1388718,enhancement,Include copy for FxA in onboarding slide,Firefox for iOS,General,RESOLVED,0.02465920231895344,DUPLICATE,2017-09-12 09:41:05,1388718,we do not have this text yet  but ryan feeley can finalize this ,1372654.0
4511,1382732,enhancement,"Crash - ""Couldn't create or update [""tableList""]. Attempting to move logins.db to another location.""",Firefox for iOS,Data Storage,RESOLVED,0.011812479162957096,DUPLICATE,2017-08-08 09:46:50,1382732,  ios rk issues   ,1388147.0
4514,1570459,defect,my firefox extension not working,Firefox for iOS,Browser,RESOLVED,0.03891068037948517,DUPLICATE,2019-08-07 01:42:25,1570459,user agent  mozilla       applewebkit       chrome         safari    ,1570458.0
4521,1558376,defect,Date picker for hotels.com appears to auto-close on Moto G5,GeckoView,General,RESOLVED,0.03864673071229698,DUPLICATE,2019-06-11 12:44:37,1558376,   environment  motorola   firefox preview       build   android version       build           repro steps    open firefox preview    navigate to hotels com    touch  click  on the  check in  or  check out  date to open the date picker     observed behavior date picker opens and immediately closes selecting the date under the click press location          expected behavior the date picker opens and remains open until a date is selected by touch  click ,1511154.0
4533,1611904,defect,Links to open external application don't work.,GeckoView,General,RESOLVED,0.0364409988424702,DUPLICATE,2020-02-11 06:52:42,1611904,when attempting to open   link   id com sched  leads to a white page rather than launch the play store to download ,1600704.0
4595,1439829,defect,[RTL] White shadow on the left side of the selected top tab,Firefox for iOS,General,RESOLVED,0.023125482868366527,DUPLICATE,2018-03-05 05:10:13,1439829,created attachment   simulator screen shot   ipad pro           at       png,1443133.0
4630,1377782,defect,iCloud unlock,Firefox for iOS,Localization,RESOLVED,0.046905434873820886,DUPLICATE,2017-07-03 05:20:37,1377782,    this bug was initially created as a clone of bug         user agent  mozilla       applewebkit         mobile  ,1344826.0
4648,1450489,defect,[Meta] Pushbox send tab,Firefox for iOS,Sync,RESOLVED,0.038403451339089935,DUPLICATE,2018-07-16 13:53:10,1450489,this meta bug is covers the work needed to send a tab via push box ,1463826.0
4672,1524083,defect,New Tab banner looks funny on iPhone X style display when bottom buttons hidden,Firefox for iOS,Browser,RESOLVED,0.03742146557577926,DUPLICATE,2019-02-05 09:10:46,1524083,created attachment   image   jpg  when opening a tab on an iphone x style layout  with the bottom buttons hidden because you ve been scrolling  the new tab banner looks awkward ,1497965.0
4727,1344611,defect,7.0 tab bar doesn't respond correctly to Cmd-W,Firefox for iOS,General,RESOLVED,0.045624415602537556,DUPLICATE,2017-03-09 09:31:06,1344611,  hit cmd t several times to open a bunch of tabs    hit cmd w a few times quickly    see that tab focus has shifted left according to the number of times you hit cmd w  but any tabs closed during the close tab animation of the first cmd w are still present   e g      hit cmd t four times    hit cmd w three times quickly   expected     two tabs visible  the starting one and the first opened one   actual     four tabs visible  with the second having focus    any further tab action    e g   switching tabs or closing another    causes the ghosts to disappear  their close  x s disappear last  like the grin of a cheshire cat   perhaps these things should all be in the same ui transaction   see also bug   ,1343491.0
4730,1618554,defect,Fix AddonManager startup log spam,GeckoView,Extensions,RESOLVED,0.015024800511717198,DUPLICATE,2020-02-27 07:56:04,1618554,we ve had this for a long time  should fix it up                   i gecko       addons xpi warn list of valid built in add ons could not be parsed    exception     component returned failure code       nsixpccomponents utils      nsresult         location   js frame    resource   gre modules addons xpiprovider jsm    startup    line     data  no  stack trace  startup  resource   gre modules addons xpiprovider jsm                   i gecko     callprovider  resource   gre modules addonmanager jsm                   i gecko      startprovider  resource   gre modules addonmanager jsm                   i gecko     startup  resource   gre modules addonmanager jsm                   i gecko     startup  resource   gre modules addonmanager jsm                   i gecko     observe  resource   gre modules addonmanager js  ,1531359.0
4737,1384704,enhancement,XCUIClipBoardTests for ipad,Firefox for iOS,Build & Test,RESOLVED,0.016202206780992233,DUPLICATE,2017-07-27 07:02:55,1384704,clipboard edge scenario for url comparison which is not frequently reproducible ,1378470.0
4751,1420890,defect,The Clipboard bar is not displayed on latest master,Firefox for iOS,General,RESOLVED,0.047189303300769175,DUPLICATE,2017-11-27 09:22:12,1420890,master   iphone          enable  offer to open copied links  in firefox settings    background firefox    copy a link in safari    foreground firefox  result  the  go to copied link  toast is not displayed when opening firefox ,1420106.0
4773,1400545,defect,"""Send Tab"" device list shows disconnected devices",Firefox for iOS,Sync,RESOLVED,0.03898670293701718,DUPLICATE,2017-09-18 08:43:35,1400545,created attachment   fx ios send tab png  device list for the  send tab  function in firefox for ios includes two devices that i ve disconnected months ago via accounts firefox com   i m attaching device list screenshots from my iphone and accounts firefox com    selim ubuntu  and  selim selim ubuntu  were removed a few months ago  although i don t remember the exact date ,1386017.0
4778,1408405,defect,'All Tabs' button becomes transparent on Firefox Beta (10.0),Firefox for iOS,General,RESOLVED,0.026256042404851927,DUPLICATE,2017-10-14 10:29:49,1408405,created attachment       jpeg  see screenshot   not sure what i did to yield this ,1406926.0
4823,1450490,defect,[Meta] Pushbox receive tab,Firefox for iOS,Sync,RESOLVED,0.030714462318726658,DUPLICATE,2018-07-16 13:53:06,1450490,this meta covers the work needed to receive tabs from pushbox ,1463826.0
4830,1338540,defect,[swift-3-regression] First Run Tour is presented every time Firefox is restarted,Firefox for iOS,General,RESOLVED,0.035664624806457344,DUPLICATE,2017-03-01 09:13:13,1338540,swift   regression       install the app    start the app    dismiss first run tour by pressing  start browsing     restart firefox  expected  first run tour should be presented only when first starting the app after a fresh install  should not be presented after restart   actual  first run tour is presented every time firefox is restarted,1338503.0
4842,1495045,defect,wsj.com is using 1.0001 in meta viewport (Firefox Android displays desktop layout),GeckoView,General,RESOLVED,0.024048631763080947,DUPLICATE,2018-12-20 08:59:39,1495045,this page is totally not working on gv   gecko     mod article inline mod article inline adobe mc ts              on chrome on android it worked just fine ,1323062.0
4844,1554434,defect,Since upgrading ffox 17 on iOS bookmarks have disappeared and no longer sync,Firefox for iOS,Sync,RESOLVED,0.03722777727289405,DUPLICATE,2019-05-28 09:23:29,1554434,user agent  mozilla       gecko   firefox      steps to reproduce   i have ffox on two desktops    an iphone   and an ipad    all four are logged in to the same ffox account  i ve been syncing ffox bookmarks and logins between them all just fine until ffox    when ffox updated on my ios devices to    my ffox bookmarks disappeared on both idevices  ffox bookmarks are still syncing between desktops and the   mobile bookmarks folder is still there on the desktops  but all ffox bookmark folders on both idevices are empty  when i add a new ffox bookmark on an idevice  it goes into it s  mobile bookmarks  folder but does not sync around    actual results   ffox bookmarks on idevices have disappeared  ffox bookmarks on idevices are no longer syncing    expected results   ffox bookmarks should be syncing to from any idevices logged in to the same ffox account ,1554413.0
4905,1410974,enhancement,Remove removeObserver in deinit when added in viewDidLoad and init,Firefox for iOS,General,RESOLVED,0.03891068037948517,DUPLICATE,2017-10-24 07:37:00,1410974,user agent  mozilla       applewebkit       chrome         safari    ,1410986.0
4925,1590481,defect,Loading Splash Used Old Branding,Firefox for iOS,Theme & Visual Design,RESOLVED,0.032364748429268,DUPLICATE,2019-10-22 13:19:33,1590481,firefox ios     uses new firefox logo for icon however the loading splash shows the old branding logo ,1590294.0
4930,1403418,enhancement,Issues viewing PDF documents,Firefox for iOS,Browser,RESOLVED,0.03159154566783324,DUPLICATE,2017-10-02 08:53:13,1403418,after scrolling a pdf document for a few seconds  the screen begins exhibiting major graphical issues with flicker  in addition  it seems as though it is not possible to pinch to zoom a pdf document   for reference  here s one such pdf document that i ve recently viewed that exhibits this behavior      original   pdf,1385845.0
4939,1342696,defect,"Disabled items in  ""Clear Private Data"" not remembered when going back",Firefox for iOS,General,RESOLVED,0.04726303335462954,DUPLICATE,2017-02-25 18:53:39,1342696,user agent  mozilla       gecko   firefox     build id     steps to reproduce     open firefox   go to settings clear private data   disable one  some or all sliders   tap settings    tap  clear private data    actual results     slider  are disabled   settings page is displayed     clear private data  page appears and all sliders are enabled   expected results     slider  disabled in step   should appear as disabled,1206730.0
4941,1616399,defect,GeckoView startup: Synchronous socket process launch adds 400ms,GeckoView,General,RESOLVED,0.047084264759541,DUPLICATE,2020-02-25 11:24:39,1616399,profile      you can see a    notifyobservers  marker during startup  for the notification  prefservice before read userprefs   the time is spent in   pthread cond timedwait  unfortunately the c   stacks during that time are incomplete  but my guess is that  this is waiting for the launch of the socket process   ,1612961.0
5010,1596864,task,"GeckoView webextensions bypass the AddonManager, making them inaccessible for remote debugging",GeckoView,Extensions,RESOLVED,0.04256373514262696,DUPLICATE,2019-11-19 07:18:07,1596864,see   bug cgi id      the current implementation of webextensions in geckoview bypasses the addonmanager    central rev   mobile android modules geckoview geckoviewwebextension jsm      since about debugging queries the addonmanager to list webextensions  we currently can t debug webextensions when debugging geckoview browsers ,1582185.0
5036,1389109,defect,Drop support for iOS 9,Firefox for iOS,General,RESOLVED,0.013806960046497355,DUPLICATE,2017-09-12 09:40:53,1389109,our new minimal deployment target should be    ,1370271.0
5076,1413883,enhancement,Photon Action sheet bottom padding too small,Firefox for iOS,Browser,RESOLVED,0.04050745797844499,DUPLICATE,2017-11-03 04:03:10,1413883,  fxios screenshots fxios   fr fr iphone       no url png    fxios screenshots fxios   fr fr iphone       png  in the context menus  the cancel button is distinct from the bottom of the screen  in the page option menu and the toolbar menu  it is not ,1411633.0
5116,1621676,enhancement,LoadURIDelegate is delaying Fenix applink startup by ~10%,GeckoView,General,RESOLVED,0.03620335999496949,DUPLICATE,2020-03-12 09:13:35,1621676,using the fnprms app link test i am seeing that geckoview s   loaduridelegate    is delay startup in fenix by       fnrpms measures the duration from process start to pageload complete on  example com  using logcat  navigation is triggered via intent sent by adb   i also included a build where all of the  geckoview actors   were removed   no actors   it appears that the  loaduridelegate  and its cross process messaging is the only impactful actor   each entry is n       baseline    wifi      baseline    wifi      no actors   wifi      no actors   wifi      no loaduri  wifi      no loaduri  wifi       baseline    no network      baseline    no network      no actors   no network      no actors   no network      no loaduri  no network      no loaduri  no network          these are local builds of gv and fenix  so final results may shift somewhat    ,1619796.0
5128,1439912,defect,[RTL] Top tabs are left aligned after switching between browsing mods,Firefox for iOS,General,RESOLVED,0.04033170738302167,DUPLICATE,2018-03-05 05:10:18,1439912,   open   tabs in normal browsing                  top tabs are right aligned     switch to private browsing using the button from the tabs bar     switch back to normal browsing using the button from the tabs bar   result  top tabs are left aligned ,1443133.0
5140,1401565,enhancement,Improve copy margins for first iOS onboarding screen other languages,Firefox for iOS,Sync,RESOLVED,0.0311085821809961,DUPLICATE,2017-09-26 09:23:10,1401565,created attachment   thank you for choosing firefox   in german on iphone se png  please consult the attached screen shot and improve copy margins for first ios onboarding screen other languages  language german,1401564.0
5158,1470839,defect,"GeckoView: Expose ""Use system font size""",GeckoView,General,RESOLVED,0.03969964922584027,DUPLICATE,2018-12-20 08:27:20,1470839,in fennec we have an accessibility setting named  use system font size  that will scale web content according to the system font size   this seems to be disabled in geckoview   ,1460874.0
5200,1353425,enhancement,Upgrading to FxiOS 7.0 lost all open tabs,Firefox for iOS,Browser,RESOLVED,0.04689993365202032,DUPLICATE,2017-04-04 10:24:56,1353425,after upgrading to     yesterday  i noticed all my open tabs   were gone  my history and bookmarks are still there  though  so it might be possible to salvage them   it also opened    install and update what s new in firefox for ios     ta p   minimal   mobile   on startup  which  mconnor suggests might be a broken redirect ,1353367.0
5203,1456153,enhancement,Improve progress listener/delegate in GeckoView,GeckoView,General,RESOLVED,0.048732026137626526,DUPLICATE,2018-12-20 08:27:20,1456153,currently geckoview s progressdelegate does not support fine grained progress updates  browsers like firefox focus have to map the onpagestart and onpagestop events to specific progress states i e    and   which leads to suboptimal user experience   if fine grained progress updates are not possible in the short term  it would also makes sense for geckoview to define the progress states   that correspond to onpagesart onpagestop so that implementation don t have to define them ,1437988.0
5218,1397848,defect,Send Tab list shows disconnected devices on iOS,Firefox for iOS,Sync,RESOLVED,0.044071975023841185,DUPLICATE,2021-12-09 17:46:14,1397848,prerequisite  disconnect all sync devices on desktop     trigger sync on ios phone     try to send a tab    disconnect sync on ios     try to send a tab  actual  send tab show all disconnected devices and user is able to select those device to send tab in disconnected or connected sync   expected  send tab shouldn t show disconnected device list,1300641.0
5236,1497196,defect,"""Done"" does not dismiss Siri Shortcuts screen.",Firefox for iOS,General,RESOLVED,0.04344357302169285,DUPLICATE,2018-10-09 08:04:43,1497196,build       device  iphone   ios       preconditions    record a phrase   steps to reproduce      go to settings    siri shortcuts    tap  done  button  actual results    loading throttle appears but the screen is not dismissed ,1497194.0
5247,1539308,enhancement,<input pattern> doesn't show validation message on GeckoView,GeckoView,General,RESOLVED,0.03218247633480928,DUPLICATE,2019-03-26 17:16:42,1539308,url is   form validation      input id  choose  name  i like  required pattern  banana cherry      will show  please match the requested format  when submitting form and pattern doesn t match   fennec works well  but gv doesn t   fennec uses formassistant jsm   to implement this  so we may need new gv api,1510450.0
5254,1423410,defect,Swapping tabs exposes private browsing tab content,Firefox for iOS,General,RESOLVED,0.04179367724231296,DUPLICATE,2017-12-08 06:54:29,1423410,user agent  mozilla       applewebkit         fxios     mobile   safari        steps to reproduce   video how to reproduce      opening a private tab  closing it  then swapping tabs in normal will show content from the private browsing session    actual results   private browsing content is exposed after closing the private browsing session    expected results   no private browsing content exposed after closing said session ,1421226.0
5265,1578949,enhancement,Only clear the borders specified by GeckoDisplay#surfaceChanged(),GeckoView,General,RESOLVED,0.04480347565709344,DUPLICATE,2019-09-12 09:26:45,1578949, geckodisplay surfacechanged   may be used to specify a border around the surface being used for compositing  currently this works by clearing the entire surface to the specified color which is white by default  by enabling   bit color depth  the clear color has an alpha value that makes the entire surface transparent  this mean the surface is invisible until content is rendered to the surface  just clearing the border with transparency would mean the surface would be visible before any content was rendered and would allow the window to appear sooner ,1578947.0
